App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,In-App Purchases,Ad Supported,Price_zscore,Price_MinMax,Price_Standard
Browser,TOOLS,4.4,160.0,15.9M,"5,000+",Free,0.0,Everyone,Tools,2026-04-05,11.16.21,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay 2023,PRODUCTIVITY,3.6,160.0,144.1M,"5,000+",Free,0.0,Everyone,Productivity,2023-12-17,8.8.79,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,GAME,4.1,160.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Strategy,2023-12-21,Varies with device,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Player,PRODUCTIVITY,3.1,159.0,78.6M,"5,000+",Free,0.0,Everyone,Productivity,2026-01-19,6.19.65,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike AI,TOOLS,4.7,159.0,148.0M,"5,000+",Free,0.0,Everyone,Tools,2026-01-01,7.2.13,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Go,LIFESTYLE,3.7,159.0,110.7M,"5,000+",Free,0.0,Everyone,Lifestyle,2026-01-10,1.17.98,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Daily Pay Hub,FAMILY,3.9,159.0,128.8M,"5,000+",Free,0.0,Everyone,Family,2026-04-17,10.14.51,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,EVENTS,4.4,159.0,68.5M,"5,000+",Free,0.0,Everyone,Events,2025-02-26,10.14.54,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Connect,GAME,4.6,159.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Shooter,2025-07-06,Varies with device,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Browser 3D,FAMILY,3.9,158.0,137.7M,"5,000+",Free,0.0,Everyone,Family,2025-03-06,14.20.88,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Strike,SOCIAL,3.1,158.0,20.2M,"5,000+",Free,0.0,Everyone,Social,2026-06-05,12.4.21,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft 3D,SOCIAL,3.8,158.0,79.5M,"5,000+",Free,0.0,Everyone,Social,2025-11-22,9.14.74,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,ARTIFICIAL_INTELLIGENCE,5.0,158.0,7.4M,"5,000+",Free,0.0,Everyone,Artificial Intelligence,2023-04-28,5.3.65,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Dash,FOOD_AND_DRINK,4.2,157.0,7.7M,"5,000+",Free,0.0,Everyone,Food And Drink;Creativity,2026-05-22,8.20.51,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Pay,FINANCE,4.3,157.0,41.0M,"5,000+",Free,0.0,Everyone,Finance,2026-06-01,12.11.89,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,GAME,4.6,157.0,1010.3M,"5,000+",Free,0.0,Teen,Game;Shooter,2026-04-03,2.19.55,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,GAME,4.2,156.0,479.4M,"5,000+",Free,0.0,Everyone,Game;Card,2025-10-12,14.5.93,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Maker Space,FAMILY,4.1,156.0,Varies with device,"5,000+",Free,0.0,Everyone 10+,Family,2024-03-21,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,FAMILY,4.3,156.0,134.1M,"5,000+",Free,0.0,Everyone,Family,2024-03-13,9.5.25,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,FINANCE,4.7,156.0,58.8M,"5,000+",Free,0.0,Everyone 10+,Finance,2025-10-31,14.15.84,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Editor Now,TOOLS,5.0,155.0,61.5M,"5,000+",Free,0.0,Everyone,Tools,2026-06-22,6.15.33,6.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,TRAVEL_AND_LOCAL,4.4,155.0,43.1M,"5,000+",Free,0.0,Everyone,Travel And Local,2026-03-17,1.16.34,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect,GAME,4.7,155.0,Varies with device,"5,000+",Free,0.0,Unrated,Game;Strategy,2023-10-11,Varies with device,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Browser,EVENTS,4.3,155.0,17.0M,"5,000+",Free,0.0,Mature 17+,Events,2024-02-29,5.18.22,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,SHOPPING,3.5,154.0,Varies with device,"5,000+",Free,0.0,Everyone,Shopping,2026-03-17,Varies with device,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pro Fit,GAME,4.8,154.0,430.0M,"5,000+",Free,0.0,Everyone,Game;RPG,2023-07-25,2.5.87,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Craft,BOOKS_AND_REFERENCE,4.0,153.0,137.7M,"5,000+",Free,0.0,Everyone,Books And Reference,2026-04-22,6.16.7,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Learn Premium,VIDEO_PLAYERS,3.6,153.0,81.1M,"5,000+",Free,0.0,Everyone 10+,Video Players,2023-12-18,15.1.43,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Neo Strike,FAMILY,4.9,153.0,31.0M,"5,000+",Free,0.0,Adults only 18+,Family,2026-05-12,11.0.100,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Lite Wallet,MAPS_AND_NAVIGATION,2.0,153.0,58.6M,"5,000+",Free,0.0,Everyone,Maps And Navigation,2025-03-18,13.20.86,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Premium,BOOKS_AND_REFERENCE,4.5,153.0,58.1M,"5,000+",Free,0.0,Teen,Books And Reference,2024-09-05,9.3.93,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Premium,TOOLS,4.2,153.0,7.0M,"5,000+",Free,0.0,Everyone,Tools,2024-06-07,3.9.17,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Go,MEDICAL,3.2,153.0,64.3M,"5,000+",Free,0.0,Everyone,Medical,2026-03-03,5.19.57,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,GAME,5.0,152.0,684.5M,"5,000+",Free,0.0,Mature 17+,Game;RPG,2025-06-01,9.18.98,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,TOOLS,4.0,151.0,72.0M,"5,000+",Free,0.0,Everyone,Tools,2024-06-01,13.4.41,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,FINANCE,3.9,151.0,7.2M,"5,000+",Free,0.0,Everyone,Finance,2023-03-09,1.15.50,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,GAME,4.1,151.0,1210.6M,"5,000+",Free,0.0,Everyone,Game;Shooter,2026-04-03,2.4.59,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,SOCIAL,4.8,151.0,64.9M,"5,000+",Free,0.0,Mature 17+,Social,2025-12-21,8.16.84,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect,MAPS_AND_NAVIGATION,2.4,150.0,11.2M,"5,000+",Free,0.0,Mature 17+,Maps And Navigation,2025-01-09,10.19.11,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Connect,ARTIFICIAL_INTELLIGENCE,3.8,150.0,Varies with device,"5,000+",Free,0.0,Teen,Artificial Intelligence,2024-01-09,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Editor,BEAUTY,4.3,150.0,10.4M,"5,000+",Free,0.0,Everyone 10+,Beauty,2025-12-17,5.12.4,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,FAMILY,4.5,149.0,86.1M,"5,000+",Free,0.0,Everyone,Family,2025-08-10,15.13.84,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,AUTO_AND_VEHICLES,4.6,149.0,63.2M,"5,000+",Free,0.0,Everyone 10+,Auto And Vehicles,2024-08-24,2.19.43,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,FINANCE,3.9,149.0,135.4M,"5,000+",Free,0.0,Everyone,Finance,2025-11-26,12.11.100,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft Premium,BEAUTY,3.5,149.0,62.7M,"5,000+",Paid,1.99,Everyone,Beauty,2023-12-21,11.13.7,12.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Neo Tracker,FAMILY,4.6,148.0,104.2M,"5,000+",Free,0.0,Everyone,Family,2025-10-19,6.12.94,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Wallet,FAMILY,4.3,148.0,119.5M,"5,000+",Free,0.0,Everyone,Family,2026-03-04,3.2.52,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Player Premium,FINANCE,4.6,148.0,23.5M,"5,000+",Free,0.0,Everyone,Finance,2026-04-15,3.4.77,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Easy Health App,PRODUCTIVITY,4.4,148.0,88.6M,"5,000+",Free,0.0,Teen,Productivity;Creativity,2023-04-03,3.10.59,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Easy Health,FAMILY,3.3,147.0,133.4M,"5,000+",Free,0.0,Everyone,Family,2025-02-17,8.8.28,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike AI,FAMILY,3.7,147.0,126.1M,"5,000+",Free,0.0,Everyone,Family,2025-04-10,6.6.39,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Connect,TOOLS,4.5,147.0,104.8M,"5,000+",Free,0.0,Everyone,Tools;Creativity,2025-09-11,7.17.52,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,ARTIFICIAL_INTELLIGENCE,4.4,147.0,47.9M,"5,000+",Free,0.0,Everyone 10+,Artificial Intelligence,2025-01-25,10.18.95,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,HEALTH_AND_FITNESS,4.4,147.0,43.9M,"5,000+",Free,0.0,Everyone,Health And Fitness,2022-08-27,6.1.87,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Pro,FINANCE,3.8,146.0,Varies with device,"5,000+",Free,0.0,Teen,Finance,2023-12-21,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Dash 3D,SOCIAL,4.4,146.0,102.2M,"5,000+",Free,0.0,Everyone 10+,Social,2025-07-20,15.7.91,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Learn Online,SHOPPING,4.1,145.0,Varies with device,"5,000+",Free,0.0,Everyone,Shopping,2026-02-08,Varies with device,8.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Dash,GAME,4.2,144.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;RPG,2026-03-31,Varies with device,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Quick Wallet,FAMILY,3.7,144.0,84.0M,"5,000+",Free,0.0,Everyone,Family;Creativity,2024-10-08,10.7.33,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Tracker Hub,GAME,3.5,144.0,1043.8M,"5,000+",Free,0.0,Everyone,Game;Action,2022-11-05,1.16.8,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,COMICS,4.4,144.0,138.0M,"5,000+",Free,0.0,Everyone,Comics,2023-10-05,7.8.93,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Drive Premium 2025,ARTIFICIAL_INTELLIGENCE,4.9,144.0,15.8M,"5,000+",Free,0.0,Everyone,Artificial Intelligence,2024-10-16,4.16.95,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Hub,SHOPPING,3.9,143.0,121.2M,"5,000+",Free,0.0,Everyone,Shopping;Creativity,2025-11-03,2.6.25,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,SOCIAL,3.9,143.0,17.2M,"5,000+",Free,0.0,Everyone,Social;Creativity,2026-01-26,14.3.46,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,PRODUCTIVITY,3.8,143.0,Varies with device,"5,000+",Free,0.0,Teen,Productivity,2025-08-04,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Strike,NEWS_AND_MAGAZINES,4.6,142.0,95.5M,"5,000+",Free,0.0,Everyone,News And Magazines;Creativity,2022-12-17,3.19.15,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Planner,SPORTS,5.0,142.0,76.3M,"5,000+",Free,0.0,Everyone,Sports,2023-07-07,1.14.39,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Chat 3D,FINANCE,3.8,140.0,24.2M,"5,000+",Free,0.0,Everyone,Finance,2025-10-14,2.6.27,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Pay,GAME,4.0,140.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Puzzle,2026-05-10,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,BUSINESS,5.0,140.0,101.1M,"5,000+",Free,0.0,Everyone 10+,Business,2026-01-08,13.15.65,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Scanner 2025,PHOTOGRAPHY,3.6,140.0,105.1M,"5,000+",Free,0.0,Everyone,Photography,2025-10-20,1.13.26,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike 2023,VIDEO_PLAYERS,4.3,140.0,250.5M,"5,000+",Free,0.0,Everyone,Video Players,2025-10-19,4.6.3,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Browser,GAME,5.0,140.0,190.1M,"5,000+",Free,0.0,Everyone,Game;RPG,2026-06-08,1.12.71,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Editor,FAMILY,4.8,139.0,39.8M,"5,000+",Free,0.0,Everyone,Family;Creativity,2025-08-22,2.20.89,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health Plus,NEWS_AND_MAGAZINES,3.7,139.0,49.4M,"5,000+",Free,0.0,Everyone,News And Magazines,2025-07-18,1.19.64,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker Online,NEWS_AND_MAGAZINES,2.6,139.0,5.1M,"5,000+",Free,0.0,Teen,News And Magazines,2024-09-05,13.17.63,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FINANCE,2.9,139.0,111.8M,"5,000+",Free,0.0,Everyone,Finance,2026-05-02,12.10.97,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Go,TOOLS,4.6,139.0,17.5M,"5,000+",Free,0.0,Everyone,Tools,2024-10-30,8.13.35,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Browser,PRODUCTIVITY,3.1,138.0,104.0M,"5,000+",Free,0.0,Everyone,Productivity,2024-06-17,8.7.41,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,ARTIFICIAL_INTELLIGENCE,3.4,138.0,26.2M,"5,000+",Free,0.0,Everyone,Artificial Intelligence;Creativity,2024-08-09,14.13.31,6.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash Pro,FINANCE,2.9,137.0,5.4M,"5,000+",Free,0.0,Everyone,Finance,2024-04-18,11.4.2,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PRODUCTIVITY,3.9,137.0,38.4M,"5,000+",Free,0.0,Teen,Productivity,2026-04-13,1.13.52,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect Space,BOOKS_AND_REFERENCE,3.1,137.0,29.5M,"5,000+",Free,0.0,Teen,Books And Reference;Creativity,2026-02-03,13.12.86,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor AI 2023,GAME,4.1,137.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Board,2026-05-30,Varies with device,7.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Lite Strike Max,HOUSE_AND_HOME,3.5,137.0,112.2M,"5,000+",Free,0.0,Everyone,House And Home,2025-08-20,9.8.34,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Health,GAME,4.1,137.0,194.2M,"5,000+",Free,0.0,Everyone,Game;Shooter,2026-05-29,9.11.40,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,MEDICAL,3.9,137.0,28.2M,"5,000+",Free,0.0,Mature 17+,Medical,2026-03-20,13.13.72,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat Plus,FINANCE,4.1,136.0,124.3M,"5,000+",Free,0.0,Mature 17+,Finance,2026-01-04,15.0.79,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Strike Go,GAME,5.0,136.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Board,2026-05-18,Varies with device,4.4 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PARENTING,4.2,136.0,32.0M,"5,000+",Free,0.0,Everyone,Parenting;Creativity,2024-02-10,9.3.31,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player Go,GAME,5.0,136.0,1974.8M,"5,000+",Free,0.0,Everyone,Game;Shooter,2026-01-06,3.13.4,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Browser,ART_AND_DESIGN,4.4,135.0,75.8M,"5,000+",Free,0.0,Everyone,Art And Design;Creativity,2024-08-27,14.5.41,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Tracker,TOOLS,3.8,135.0,146.9M,"5,000+",Free,0.0,Everyone,Tools,2025-08-24,7.17.16,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,ARTIFICIAL_INTELLIGENCE,4.6,135.0,69.8M,"5,000+",Free,0.0,Teen,Artificial Intelligence,2025-09-22,6.20.73,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,TOOLS,4.6,134.0,Varies with device,"5,000+",Free,0.0,Everyone 10+,Tools;Creativity,2025-07-13,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,GAME,4.1,134.0,Varies with device,"5,000+",Free,0.0,Teen,Game;Strategy,2026-05-09,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro VPN Premium,AUTO_AND_VEHICLES,4.3,134.0,25.1M,"5,000+",Free,0.0,Teen,Auto And Vehicles,2026-05-05,13.12.45,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,GAME,4.8,134.0,1364.9M,"5,000+",Free,0.0,Everyone,Game;Board,2025-10-31,14.12.61,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Connect,PRODUCTIVITY,3.2,133.0,55.0M,"5,000+",Free,0.0,Everyone,Productivity,2025-01-05,6.13.87,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Health Online,GAME,4.5,132.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;RPG,2024-09-22,Varies with device,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Player Hub,GAME,3.7,132.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Puzzle,2025-12-15,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Player Space,DATING,4.7,132.0,74.3M,"5,000+",Free,0.0,Mature 17+,Dating;Creativity,2024-02-21,1.12.62,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Drive,GAME,5.0,132.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Puzzle,2024-10-03,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,TOOLS,3.3,131.0,115.4M,"5,000+",Free,0.0,Teen,Tools;Creativity,2026-05-15,7.2.77,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,ARTIFICIAL_INTELLIGENCE,5.0,130.0,141.0M,"5,000+",Paid,0.99,Everyone,Artificial Intelligence,2025-03-27,10.19.8,6.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Connect Go 2026,PERSONALIZATION,3.3,130.0,73.2M,"5,000+",Free,0.0,Everyone,Personalization,2026-03-24,9.3.20,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn Now,BUSINESS,3.6,130.0,26.6M,"5,000+",Free,0.0,Everyone,Business,2024-02-29,4.17.30,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,GAME,4.6,129.0,598.7M,"5,000+",Free,0.0,Everyone,Game;Card,2024-05-17,7.14.45,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Chat,VIRTUAL_REALITY,5.0,129.0,Varies with device,"5,000+",Free,0.0,Everyone 10+,Virtual Reality,2024-04-13,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay Go,FAMILY,4.9,128.0,Varies with device,"5,000+",Free,0.0,Everyone,Family,2023-04-23,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect,PERSONALIZATION,4.9,128.0,60.2M,"5,000+",Free,0.0,Everyone,Personalization,2025-06-01,14.3.67,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Fit Premium,EVENTS,4.4,128.0,118.6M,"5,000+",Free,0.0,Everyone,Events,2025-04-12,10.5.47,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,4.7,127.0,Varies with device,"5,000+",Free,0.0,Everyone,Family;Creativity,2025-06-03,Varies with device,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Health,AUTO_AND_VEHICLES,4.9,127.0,6.7M,"5,000+",Paid,2.99,Mature 17+,Auto And Vehicles,2024-07-09,13.7.81,9.0 and up,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Drive 3D,HEALTH_AND_FITNESS,3.5,127.0,100.9M,"5,000+",Free,0.0,Everyone,Health And Fitness,2025-05-04,9.10.1,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit Space,SOCIAL,3.1,127.0,69.9M,"5,000+",Free,0.0,Everyone,Social;Creativity,2024-07-09,5.15.61,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN Space,FINANCE,5.0,127.0,25.9M,"5,000+",Free,0.0,Teen,Finance,2025-02-21,13.6.21,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Online,SHOPPING,3.2,127.0,132.8M,"5,000+",Free,0.0,Everyone,Shopping,2026-05-28,4.16.12,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Drive Go,WEB3_AND_CRYPTO,3.9,127.0,59.0M,"5,000+",Free,0.0,Mature 17+,Web3 And Crypto,2026-03-07,14.16.74,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN 2023,GAME,4.6,127.0,1812.6M,"5,000+",Free,0.0,Everyone,Game;Casual,2025-10-26,15.15.7,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,TOOLS,4.2,126.0,126.8M,"5,000+",Free,0.0,Teen,Tools,2026-05-13,4.8.56,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Scanner Go,TOOLS,4.0,126.0,Varies with device,"5,000+",Free,0.0,Everyone,Tools,2025-09-18,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Player Hub,SOCIAL,4.6,126.0,10.7M,"5,000+",Free,0.0,Everyone,Social,2026-06-11,3.1.67,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Maker App,FAMILY,4.6,126.0,61.0M,"5,000+",Free,0.0,Everyone,Family,2023-09-24,11.10.54,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Next VPN,TOOLS,3.1,126.0,42.4M,"5,000+",Free,0.0,Everyone,Tools,2025-10-20,6.5.65,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Drive Hub 2026,GAME,4.3,125.0,705.9M,"5,000+",Free,0.0,Teen,Game;Puzzle,2023-01-24,1.17.13,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Fit,GAME,4.3,125.0,395.0M,"5,000+",Free,0.0,Everyone 10+,Game;RPG,2024-12-17,12.8.8,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Health Online,FINANCE,4.0,124.0,60.7M,"5,000+",Free,0.0,Everyone,Finance,2025-09-04,11.2.47,7.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pay,SHOPPING,2.8,124.0,40.5M,"5,000+",Paid,2.99,Mature 17+,Shopping,2026-05-05,11.19.89,Varies with device,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Health,GAME,4.2,124.0,423.0M,"5,000+",Paid,1.99,Everyone,Game;Board,2026-05-02,1.12.54,8.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Tracker Premium,GAME,3.4,124.0,932.2M,"5,000+",Free,0.0,Everyone 10+,Game;Puzzle,2026-03-21,11.16.16,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,GAME,4.3,124.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Action,2026-06-18,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,GAME,3.7,124.0,Varies with device,"5,000+",Free,0.0,Everyone,Game;Action,2026-05-23,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,3.4,124.0,98.2M,"5,000+",Free,0.0,Everyone,Family,2026-03-23,2.11.28,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike Premium,FOOD_AND_DRINK,3.5,123.0,40.4M,"5,000+",Free,0.0,Teen,Food And Drink,2026-05-22,11.4.40,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
